experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,error_message,fg_repository,fg_model,fg_duration_seconds,fg_training_success,fg_retries,fg_error_message,fg_hyperparam_alpha,fg_hyperparam_batch_size,fg_hyperparam_dropout,fg_hyperparam_epochs,fg_hyperparam_kfold,fg_hyperparam_learning_rate,fg_hyperparam_max_iter,fg_hyperparam_seed,fg_hyperparam_weight_decay,fg_perf_accuracy,fg_perf_best_val_accuracy,fg_perf_map,fg_perf_precision,fg_perf_rank1,fg_perf_rank5,fg_perf_recall,fg_perf_test_accuracy,fg_perf_test_loss,fg_energy_cpu_pkg_joules,fg_energy_cpu_ram_joules,fg_energy_cpu_total_joules,fg_energy_gpu_avg_watts,fg_energy_gpu_max_watts,fg_energy_gpu_min_watts,fg_energy_gpu_total_joules,fg_energy_gpu_temp_avg_celsius,fg_energy_gpu_temp_max_celsius,fg_energy_gpu_util_avg_percent,fg_energy_gpu_util_max_percent,bg_repository,bg_model,bg_note,bg_log_directory,bg_hyperparam_batch_size,bg_hyperparam_dropout,bg_hyperparam_epochs,bg_hyperparam_learning_rate,bg_hyperparam_seed,bg_hyperparam_weight_decay,bg_energy_cpu_pkg_joules,bg_energy_cpu_ram_joules,bg_energy_cpu_total_joules,bg_energy_gpu_avg_watts,bg_energy_gpu_max_watts,bg_energy_gpu_min_watts,bg_energy_gpu_total_joules
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_104,2025-11-23T18:39:59.353790,bug-localization-by-dnn-and-rvsm,default,True,2210.483597755432,0,6.596035512417656e-06,,,,,,,,,,,,,,,,,,166522.78,10085.44,176608.22,181.32165298303207,318.88,121.83,331274.65999999957,70.23535851122058,75.0,99.3935413245758,100.0,default,1,alpha,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_105,2025-11-23T19:17:55.103264,bug-localization-by-dnn-and-rvsm,default,True,2215.7297196388245,0,,,,,,,,9036,,,,,,,,,,,167044.72,10144.36,177189.08,180.80293668122272,308.34,123.42,331230.98000000004,69.9934497816594,75.0,99.62390829694323,100.0,default,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_106,2025-11-23T19:55:48.003645,bug-localization-by-dnn-and-rvsm,default,True,2212.880748987198,0,,,,,,,,2062,,,,,,,,,,,166581.38,10129.97,176711.35,181.587863387978,317.93,124.24,332305.78999999975,69.88469945355192,75.0,99.51366120218579,100.0,default,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_107_parallel,2025-11-23T20:34:22.599309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,max_iter,parallel,,bug-localization-by-dnn-and-rvsm,default,2224.571357727051,True,0,Training completed successfully,,,,,,,15068,,,,,,,,,,,,167502.06,10146.45,177648.51,181.2109337676439,319.99,125.93,333790.54000000004,69.82193268186754,74.0,99.58414766558089,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_107_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_108_parallel,2025-11-23T21:12:48.621107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,max_iter,parallel,,bug-localization-by-dnn-and-rvsm,default,2215.997578859329,True,0,Training completed successfully,,,,,,,1927,,,,,,,,,,,,166851.09,10077.34,176928.43,181.5363195201746,316.5,121.01,332937.6100000002,69.76717557251908,75.0,99.62977099236642,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_108_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_109_parallel,2025-11-23T21:51:23.442615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,alpha,parallel,,bug-localization-by-dnn-and-rvsm,default,2224.7973124980927,True,0,Training completed successfully,6.251717651898004e-06,,,,,,,,,,,,,,,,,,167542.1,10171.36,177713.46,182.91602179836477,317.26,123.37,335650.8999999993,69.46811989100817,74.0,99.48719346049046,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_109_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_110_parallel,2025-11-23T22:29:54.952930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,alpha,parallel,,bug-localization-by-dnn-and-rvsm,default,2221.4864585399628,True,0,Training completed successfully,1.0557984747514713e-05,,,,,,,,,,,,,,,,,,167370.11,10154.51,177524.62,181.1673879781422,312.28,127.65,331536.3200000002,69.17868852459016,75.0,99.64207650273224,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_110_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_111_parallel,2025-11-23T23:06:56.327013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,seed,parallel,,bug-localization-by-dnn-and-rvsm,default,2131.350720643997,True,0,Training completed successfully,,,,,,,,5153,,,,,,,,,,,160092.85,9668.83,169761.68,184.34663631189562,312.64,131.63,323897.0400000006,69.17757541263518,74.0,99.3915765509391,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_111_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_112_parallel,2025-11-23T23:44:50.275519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,1,seed,parallel,,bug-localization-by-dnn-and-rvsm,default,2183.9249889850616,True,0,Training completed successfully,,,,,,,,541,,,,,,,,,,,164203.63,9867.1,174070.73,183.31964444444415,316.36,127.35,329975.35999999946,69.22055555555555,75.0,99.46666666666667,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_112_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_113,2025-11-24T01:00:59.445396,Person_reID_baseline_pytorch,densenet121,True,4508.389322042465,0,,,,52,,,,,,,,0.737258,,0.904394,0.962886,,,,303972.97,22236.23,326209.2,190.24867572547242,319.66,173.25,826059.7500000013,70.33095347766006,76.0,99.7448180561953,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_114,2025-11-24T02:56:25.177285,Person_reID_baseline_pytorch,densenet121,True,6864.534966945648,0,,,,81,,,,,,,,0.765536,,0.904691,0.968824,,,,461771.88,33903.12,495675.0,191.93792498487574,319.78,156.6,1269093.5599999984,69.69812462189958,76.0,99.8020266182698,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_115,2025-11-24T04:22:49.028448,Person_reID_baseline_pytorch,densenet121,True,5122.951269865036,0,,,,,,0.035265983310670546,,,,,,0.744607,,0.902019,0.963777,,,,344609.81,25181.09,369790.9,192.95816616008116,320.6,157.51,952248.5500000005,69.75724417426545,76.0,99.74650455927052,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_116,2025-11-24T05:48:59.062307,Person_reID_baseline_pytorch,densenet121,True,5109.1337077617645,0,,,,,,0.03351532792732529,,,,,,0.734409,,0.897862,0.961995,,,,343644.87,25269.46,368914.33,193.037669172932,320.1,173.66,949938.3699999984,69.78419020524284,76.0,99.7640723430197,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_117,2025-11-24T07:14:48.736356,Person_reID_baseline_pytorch,densenet121,True,5088.774070978165,0,,,0.5225492919437038,,,,,,,,,0.744781,,0.904097,0.964371,,,,341929.06,25231.31,367160.37,193.0445052030196,320.33,175.26,946111.1199999991,69.52805549887778,76.0,99.77249540910019,100.0,mutation_2x_safe,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_118,2025-11-24T08:40:57.948671,Person_reID_baseline_pytorch,densenet121,True,5108.311867713928,0,,,0.5287922547131229,,,,,,,,,0.738528,,0.899644,0.957542,,,,343599.98,25229.5,368829.48,192.97290243902464,319.55,169.22,949426.6800000012,69.71930894308943,76.0,99.77012195121951,100.0,mutation_2x_safe,1,dropout,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_119,2025-11-24T10:08:57.127763,Person_reID_baseline_pytorch,densenet121,True,5218.277374982834,0,,,,,,,,5042,,,,0.751914,,0.904394,0.967637,,,,351711.26,25611.53,377322.79,220.0825686430556,320.22,8.77,1106134.9899999974,77.57879029048945,84.0,71.8366494230004,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_120,2025-11-24T11:24:09.073274,Person_reID_baseline_pytorch,densenet121,True,4451.051681518555,0,,,,,,,,415,,,,0.713121,,0.886876,0.957838,,,,299565.75,22314.6,321880.35,233.48641223155977,251.6,5.21,1000255.790000002,81.8608776844071,84.0,58.17390289449113,71.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_121_parallel,2025-11-24T13:56:41.608944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,Person_reID_baseline_pytorch,densenet121,4585.107795238495,True,1,Training completed successfully,,,,79,,,,,,,,0.755486,,0.91152,0.967043,,,,318738.53,23451.93,342190.46,222.12472991375338,291.43,5.89,978681.5599999974,81.60508397639582,84.0,48.094189741261914,98.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_121_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_122_parallel,2025-11-24T14:50:08.643030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,Person_reID_baseline_pytorch,densenet121,3116.409588098526,True,0,Training completed successfully,,,,53,,,,,,,,0.745102,,0.902019,0.962886,,,,216548.7,15976.87,232525.57,222.52513684913228,288.69,4.95,666685.3100000003,81.10013351134846,85.0,48.10447263017357,98.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_122_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_123_parallel,2025-11-24T15:49:59.307243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,Person_reID_baseline_pytorch,densenet121,3499.9762694835663,True,0,Training completed successfully,,,,,,0.06503152639971697,,,,,,0.722645,,0.894893,0.95962,,,,243099.41,17985.86,261085.27,221.74197086801348,289.41,5.05,745939.9899999973,81.17211652794292,84.0,48.44589774078478,97.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_123_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_124_parallel,2025-11-24T16:50:03.244140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,Person_reID_baseline_pytorch,densenet121,3513.2128460407257,True,0,Training completed successfully,,,,,,0.06096241762542571,,,,,,0.741641,,0.897268,0.958729,,,,244216.13,18036.41,262252.54,218.0346313295824,276.91,5.28,736302.9499999997,81.32306781166716,84.0,46.97867930115487,96.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_124_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_125_parallel,2025-11-24T17:49:32.651255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,dropout,parallel,,Person_reID_baseline_pytorch,densenet121,3478.7314422130585,True,0,Training completed successfully,,,0.5799426108821123,,,,,,,,,0.749506,,0.904394,0.958135,,,,241875.34,17831.77,259707.11,219.6612653305409,285.66,5.31,734327.6099999982,81.52527669757703,84.0,48.235118157343706,97.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_125_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_126_parallel,2025-11-24T18:49:17.395995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,dropout,parallel,,Person_reID_baseline_pytorch,densenet121,3494.0574600696564,True,0,Training completed successfully,,,0.44975232944827404,,,,,,,,,0.7203,,0.887173,0.959323,,,,242447.79,17865.51,260313.3,223.10175945221815,288.38,5.14,749398.8100000008,80.56326287585591,84.0,48.433462339982135,97.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_126_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_127_parallel,2025-11-24T20:06:04.898023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,Person_reID_baseline_pytorch,densenet121,4516.6108729839325,True,0,Training completed successfully,,,,,,,,8634,,,,0.741186,,0.90291,0.962292,,,,313903.93,23175.12,337079.05,234.5416900759847,289.74,5.21,1018614.5600000015,82.1977895463965,84.0,61.09647708956942,100.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_127_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_128_parallel,2025-11-24T21:22:47.873233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,Person_reID_baseline_pytorch,densenet121,4512.077016115189,True,0,Training completed successfully,,,,,,,,5387,,,,0.720131,,0.890736,0.962589,,,,313144.21,23001.31,336145.52,235.73275074936643,288.45,5.41,1022372.9400000023,82.07263085081854,85.0,60.995388517408344,97.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/Person_reID_baseline_pytorch_densenet121_128_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__Person_reID_baseline_pytorch_hrnet18_129,2025-11-24T22:45:00.092496,Person_reID_baseline_pytorch,hrnet18,True,4871.6435170173645,0,,,,37,,,,,,,,0.582134,,0.806413,0.928444,,,,326438.17,24034.56,350472.73,129.58319198806774,162.82,5.35,608133.9200000019,69.43447688046027,73.0,35.88365650969529,41.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
