experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,composite_id
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_051,2025-11-23T05:14:39.684302,pytorch_resnet_cifar10,resnet20,False,True,2480.7268114089966,0,Training completed successfully,,,,,,0.1481245342295328,,,,,92.13,,,,,,92.13,,,,,,,,,165909.39,12524.17,178433.56,191.5446566164159,320.74,112.54,457408.6400000011,69.24748743718592,76.0,99.65284757118928,100.0,mutation_2x_safe,1.0,learning_rate,,,,,,,,,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_051|2025-11-23T05:14:39.684302
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_052,2025-11-23T05:57:05.362359,pytorch_resnet_cifar10,resnet20,False,True,2485.645272254944,0,Training completed successfully,,,,,,0.0735578817385516,,,,,91.49,,,,,,91.49,,,,,,,,,166315.01,12621.97,178936.98,193.23515252820704,320.52,145.47,462411.71999999945,69.59465106560802,76.0,99.6602590890096,100.0,mutation_2x_safe,1.0,learning_rate,,,,,,,,,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_052|2025-11-23T05:57:05.362359
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_053,2025-11-23T06:39:23.009354,pytorch_resnet_cifar10,resnet20,False,True,2477.6136877536774,0,Training completed successfully,,,,,,,,,0.0002971181180336,,92.61,,,,,,92.61,,,,,,,,,165540.46,12520.13,178060.59,192.67562264150888,319.93,111.64,459531.3599999987,69.27002096436058,77.0,99.48301886792451,100.0,mutation_2x_safe,1.0,weight_decay,,,,,,,,,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_053|2025-11-23T06:39:23.009354
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_054,2025-11-23T07:21:40.148278,pytorch_resnet_cifar10,resnet20,False,True,2477.1059532165527,0,Training completed successfully,,,,,,,,,2.2684325677923867e-05,,90.79,,,,,,90.79,,,,,,,,,165671.94,12480.49,178152.43,193.96413836477976,320.51,155.2,462604.4699999997,69.52914046121593,76.0,99.75974842767296,100.0,mutation_2x_safe,1.0,weight_decay,,,,,,,,,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_054|2025-11-23T07:21:40.148278
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_055,2025-11-23T08:05:18.525426,pytorch_resnet_cifar10,resnet20,False,True,2558.3432331085205,0,Training completed successfully,,,,,,,,5398.0,,,91.72,,,,,,91.71,,,,,,,,,171381.46,12970.15,184351.61,193.61882663418604,320.6,162.22,476883.1700000002,69.44498578968738,77.0,99.75883069427528,100.0,mutation_2x_safe,1.0,seed,,,,,,,,,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_055|2025-11-23T08:05:18.525426
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_056,2025-11-23T08:48:57.677410,pytorch_resnet_cifar10,resnet20,False,True,2559.118467092514,0,Training completed successfully,,,,,,,,1733.0,,,91.81,,,,,,91.8,,,,,,,,,171440.8,12957.85,184398.65,192.67865665584455,320.13,140.11,474760.21000000107,69.4375,77.0,99.66396103896103,100.0,mutation_2x_safe,1.0,seed,,,,,,,,,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_056|2025-11-23T08:48:57.677410
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_057_parallel,2025-11-23T09:29:04.788813,pytorch_resnet_cifar10,resnet20,True,True,2317.076539039612,0,Training completed successfully,,,,183.0,,,,,,,91.53,,,,,,91.53,,,,,,,,,156401.05,11868.02,168269.07,192.42812920592192,319.7,146.81,428922.3,69.60340960071781,76.0,99.71332436069989,100.0,mutation_2x_safe,1.0,epochs,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_057_parallel/background_logs,2317.076539039612,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_057_parallel|2025-11-23T09:29:04.788813
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_058_parallel,2025-11-23T10:13:53.761133,pytorch_resnet_cifar10,resnet20,True,True,2598.932372570038,0,Training completed successfully,,,,206.0,,,,,,,91.42,,,,,,91.42,,,,,,,,,175070.8,13211.1,188281.9,190.90802878848436,321.25,158.67,477460.9799999993,69.3406637345062,76.0,99.7281087564974,100.0,mutation_2x_safe,1.0,epochs,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_058_parallel/background_logs,2598.932372570038,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_058_parallel|2025-11-23T10:13:53.761133
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_059_parallel,2025-11-23T10:57:44.246243,pytorch_resnet_cifar10,resnet20,True,True,2540.445773601532,0,Training completed successfully,,,,,,0.0837107225945561,,,,,91.64,,,,,,91.64,,,,,,,,,170872.59,12885.17,183757.76,190.22548690671013,320.42,160.95,464911.0899999996,69.61252045826514,76.0,99.7479541734861,100.0,mutation_2x_safe,1.0,learning_rate,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_059_parallel/background_logs,2540.445773601532,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_059_parallel|2025-11-23T10:57:44.246243
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_060_parallel,2025-11-23T11:41:52.605457,pytorch_resnet_cifar10,resnet20,True,True,2558.304764032364,0,Training completed successfully,,,,,,0.0623598326583842,,,,,91.57,,,,,,91.57,,,,,,,,,172454.82,13026.39,185481.21,190.18743193823616,319.8,160.34,468051.2699999992,69.80698902885005,76.0,99.77610727346608,100.0,mutation_2x_safe,1.0,learning_rate,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_060_parallel/background_logs,2558.304764032364,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_060_parallel|2025-11-23T11:41:52.605457
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_061_parallel,2025-11-23T12:25:53.465469,pytorch_resnet_cifar10,resnet20,True,True,2550.820518016815,0,Training completed successfully,,,,,,,,,0.0004497638693981,,92.71,,,,,,92.71,,,,,,,,,172322.12,12959.84,185281.96,190.07829258353692,320.53,162.2,466452.12999999966,70.02607986960065,76.0,99.820293398533,100.0,mutation_2x_safe,1.0,weight_decay,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_061_parallel/background_logs,2550.820518016815,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_061_parallel|2025-11-23T12:25:53.465469
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_062_parallel,2025-11-23T13:09:39.651688,pytorch_resnet_cifar10,resnet20,True,True,2536.14670419693,0,Training completed successfully,,,,,,,,,1.0698983273442616e-05,,90.86,,,,,,90.86,,,,,,,,,171563.18,12917.8,184480.98,190.03245491803304,319.82,147.58,463679.19000000064,70.12704918032787,76.0,99.6827868852459,100.0,mutation_2x_safe,1.0,weight_decay,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_062_parallel/background_logs,2536.14670419693,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_062_parallel|2025-11-23T13:09:39.651688
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_063_parallel,2025-11-23T13:54:37.471566,pytorch_resnet_cifar10,resnet20,True,True,2607.779836654663,0,Training completed successfully,,,,,,,,7470.0,,,91.58,,,,,,91.59,,,,,,,,,176352.78,13214.53,189567.31,189.34881227580652,321.15,150.84,475076.1699999986,70.04862495017936,77.0,99.79075328816262,100.0,mutation_2x_safe,1.0,seed,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_063_parallel/background_logs,2607.779836654663,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_063_parallel|2025-11-23T13:54:37.471566
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_064_parallel,2025-11-23T14:39:39.819979,pytorch_resnet_cifar10,resnet20,True,True,2612.308449268341,0,Training completed successfully,,,,,,,,248.0,,,91.72,,,,,,91.72,,,,,,,,,176814.22,13196.34,190010.56,190.29571030640696,320.7,129.62,478213.1200000007,70.38718662952647,77.0,99.72741742936728,100.0,mutation_2x_safe,1.0,seed,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_064_parallel/background_logs,2612.308449268341,0.0,Training completed successfully,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_064_parallel|2025-11-23T14:39:39.819979
mutation_2x_safe__MRT-OAST_default_065,2025-11-23T14:41:49.372725,MRT-OAST,default,False,True,69.54740881919861,0,Training completed successfully,,,,8.0,,,,,,,,,,,,,,,,,,,,,,4579.8,323.48,4903.28,178.20194029850742,185.52,176.95,11939.529999999995,69.0,69.0,100.0,100.0,default,1.0,epochs,,,,,,,,,mutation_2x_safe__MRT-OAST_default_065|2025-11-23T14:41:49.372725
mutation_2x_safe__MRT-OAST_default_066,2025-11-23T14:43:44.698256,MRT-OAST,default,False,True,55.32273888587952,0,Training completed successfully,,,,6.0,,,,,,,,,,,,,,,,,,,,,,3638.33,255.55,3893.88,185.7224528301887,186.61,183.59,9843.29,69.26415094339623,70.0,100.0,100.0,default,1.0,epochs,,,,,,,,,mutation_2x_safe__MRT-OAST_default_066|2025-11-23T14:43:44.698256
mutation_2x_safe__MRT-OAST_default_067,2025-11-23T14:45:40.009758,MRT-OAST,default,False,True,55.3084614276886,0,Training completed successfully,,,,,,0.0001421554593713,,,,,,,,,,,,,,,,,,,,3633.43,255.15,3888.58,185.65735849056608,186.83,183.55,9839.840000000002,69.66037735849056,70.0,100.0,100.0,default,1.0,learning_rate,,,,,,,,,mutation_2x_safe__MRT-OAST_default_067|2025-11-23T14:45:40.009758
mutation_2x_safe__MRT-OAST_default_068,2025-11-23T14:47:35.411456,MRT-OAST,default,False,True,55.39889121055603,0,Training completed successfully,,,,,,0.0001263810196325,,,,,,,,,,,,,,,,,,,,3638.39,255.67,3894.06,185.39792452830196,186.74,183.27,9826.090000000002,69.54716981132076,70.0,100.0,100.0,default,1.0,learning_rate,,,,,,,,,mutation_2x_safe__MRT-OAST_default_068|2025-11-23T14:47:35.411456
mutation_2x_safe__MRT-OAST_default_069,2025-11-23T14:49:28.820832,MRT-OAST,default,False,True,53.4063925743103,0,Training completed successfully,,,0.1881332161456702,,,,,,,,,,,,,,,,,,,,,,,3505.89,247.02,3752.91,186.4319607843137,193.01,176.65,9508.03,69.96078431372548,70.0,99.82352941176472,100.0,default,1.0,dropout,,,,,,,,,mutation_2x_safe__MRT-OAST_default_069|2025-11-23T14:49:28.820832
mutation_2x_safe__MRT-OAST_default_070,2025-11-23T14:51:24.120709,MRT-OAST,default,False,True,55.29707837104797,0,Training completed successfully,,,0.2826976906141293,,,,,,,,,,,,,,,,,,,,,,,3636.81,254.56,3891.37,183.3807547169811,185.02,181.79,9719.179999999998,69.0,69.0,100.0,100.0,default,1.0,dropout,,,,,,,,,mutation_2x_safe__MRT-OAST_default_070|2025-11-23T14:51:24.120709
mutation_2x_safe__MRT-OAST_default_071,2025-11-23T14:53:19.455821,MRT-OAST,default,False,True,55.33212804794312,0,Training completed successfully,,,,,,,,,1.2014817199326252e-05,,,,,,,,,,,,,,,,,3639.19,256.64,3895.83,178.83660377358495,185.67,176.95,9478.340000000002,69.0,69.0,100.0,100.0,default,1.0,weight_decay,,,,,,,,,mutation_2x_safe__MRT-OAST_default_071|2025-11-23T14:53:19.455821
mutation_2x_safe__MRT-OAST_default_072,2025-11-23T14:55:13.250356,MRT-OAST,default,False,True,53.791667222976685,0,Training completed successfully,,,,,,,,,0.0007079312129793,,,,,,,,,,,,,,,,,3529.39,249.56,3778.95,187.1207843137255,206.83,179.77,9543.159999999998,69.23529411764706,70.0,99.84313725490196,100.0,default,1.0,weight_decay,,,,,,,,,mutation_2x_safe__MRT-OAST_default_072|2025-11-23T14:55:13.250356
mutation_2x_safe__MRT-OAST_default_073,2025-11-23T14:57:08.333999,MRT-OAST,default,False,True,55.0807409286499,0,Training completed successfully,,,,,,,,2900.0,,,,,,,,,,,,,,,,,,3620.26,256.85,3877.11,189.4335849056603,190.95,187.4,10039.979999999996,70.0,70.0,100.0,100.0,default,1.0,seed,,,,,,,,,mutation_2x_safe__MRT-OAST_default_073|2025-11-23T14:57:08.333999
mutation_2x_safe__MRT-OAST_default_074,2025-11-23T14:59:02.825605,MRT-OAST,default,False,True,54.488895416259766,0,Training completed successfully,,,,,,,,5734.0,,,,,,,,,,,,,,,,,,3580.16,254.9,3835.06,185.72019230769237,291.69,164.13,9657.450000000004,70.11538461538461,75.0,98.17307692307692,100.0,default,1.0,seed,,,,,,,,,mutation_2x_safe__MRT-OAST_default_074|2025-11-23T14:59:02.825605
mutation_2x_safe__MRT-OAST_default_075_parallel,2025-11-23T15:01:28.674783,MRT-OAST,default,True,True,55.84200406074524,0,Training completed successfully,,,,9.0,,,,,,,,,,,,,,,,,,,,,,3704.96,249.27,3954.23,184.44708333333332,185.1,183.18,8853.460000000001,69.875,70.0,100.0,100.0,default,1.0,epochs,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_075_parallel/background_logs,55.84200406074524,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_075_parallel|2025-11-23T15:01:28.674783
mutation_2x_safe__MRT-OAST_default_076_parallel,2025-11-23T15:03:54.354823,MRT-OAST,default,True,True,55.662376165390015,0,Training completed successfully,,,,14.0,,,,,,,,,,,,,,,,,,,,,,3696.71,248.39,3945.1,184.76404255319144,185.5,183.66,8683.909999999996,69.2127659574468,70.0,100.0,100.0,default,1.0,epochs,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_076_parallel/background_logs,55.662376165390015,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_076_parallel|2025-11-23T15:03:54.354823
mutation_2x_safe__MRT-OAST_default_077_parallel,2025-11-23T15:06:19.935276,MRT-OAST,default,True,True,55.57103419303894,0,Training completed successfully,,,,,,5.5942843488018006e-05,,,,,,,,,,,,,,,,,,,,3686.29,247.85,3934.14,184.42270833333336,185.22,182.98,8852.29,69.22916666666667,70.0,100.0,100.0,default,1.0,learning_rate,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_077_parallel/background_logs,55.57103419303894,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_077_parallel|2025-11-23T15:06:19.935276
mutation_2x_safe__MRT-OAST_default_078_parallel,2025-11-23T15:08:45.641178,MRT-OAST,default,True,True,55.69662070274353,0,Training completed successfully,,,,,,7.929191325686191e-05,,,,,,,,,,,,,,,,,,,,3697.21,247.68,3944.89,185.0958333333334,186.05,184.15,8884.600000000002,69.20833333333333,70.0,100.0,100.0,default,1.0,learning_rate,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_078_parallel/background_logs,55.69662070274353,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_078_parallel|2025-11-23T15:08:45.641178
mutation_2x_safe__MRT-OAST_default_079_parallel,2025-11-23T15:11:11.472609,MRT-OAST,default,True,True,55.82130885124207,0,Training completed successfully,,,0.1604001989177411,,,,,,,,,,,,,,,,,,,,,,,3704.36,248.89,3953.25,181.70062499999997,190.58,180.23,8721.629999999997,69.0,69.0,100.0,100.0,default,1.0,dropout,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_079_parallel/background_logs,55.82130885124207,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_079_parallel|2025-11-23T15:11:11.472609
mutation_2x_safe__MRT-OAST_default_080_parallel,2025-11-23T15:13:37.075604,MRT-OAST,default,True,True,55.59422945976257,0,Training completed successfully,,,0.0860428717356504,,,,,,,,,,,,,,,,,,,,,,,3690.56,248.4,3938.96,181.6725,190.51,180.36,8720.279999999999,69.0,69.0,100.0,100.0,default,1.0,dropout,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_080_parallel/background_logs,55.59422945976257,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_080_parallel|2025-11-23T15:13:37.075604
mutation_2x_safe__MRT-OAST_default_081_parallel,2025-11-23T15:16:02.341405,MRT-OAST,default,True,True,55.25694489479065,0,Training completed successfully,,,,,,,,,0.0005717446125042,,,,,,,,,,,,,,,,,3672.13,245.95,3918.08,189.1664583333333,191.01,186.82,9079.99,70.0,70.0,100.0,100.0,default,1.0,weight_decay,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_081_parallel/background_logs,55.25694489479065,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_081_parallel|2025-11-23T15:16:02.341405
mutation_2x_safe__MRT-OAST_default_082_parallel,2025-11-23T15:18:28.086743,MRT-OAST,default,True,True,55.73644518852234,0,Training completed successfully,,,,,,,,,3.46147453717011e-05,,,,,,,,,,,,,,,,,3704.04,248.57,3952.61,180.9054166666667,190.24,173.07,8683.460000000001,69.02083333333333,70.0,100.0,100.0,default,1.0,weight_decay,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_082_parallel/background_logs,55.73644518852234,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_082_parallel|2025-11-23T15:18:28.086743
mutation_2x_safe__MRT-OAST_default_083_parallel,2025-11-23T15:20:53.733749,MRT-OAST,default,True,True,55.63794779777527,0,Training completed successfully,,,,,,,,4708.0,,,,,,,,,,,,,,,,,,3698.22,248.54,3946.76,182.0977083333333,189.96,179.78,8740.689999999999,69.0,69.0,100.0,100.0,default,1.0,seed,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_083_parallel/background_logs,55.63794779777527,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_083_parallel|2025-11-23T15:20:53.733749
mutation_2x_safe__MRT-OAST_default_084_parallel,2025-11-23T15:23:19.304541,MRT-OAST,default,True,True,55.56194448471069,0,Training completed successfully,,,,,,,,7934.0,,,,,,,,,,,,,,,,,,3692.71,246.29,3939.0,189.2,190.88,186.77,8892.4,70.0,70.0,100.0,100.0,default,1.0,seed,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_084_parallel/background_logs,55.56194448471069,0.0,Training completed successfully,mutation_2x_safe__MRT-OAST_default_084_parallel|2025-11-23T15:23:19.304541
mutation_2x_safe__VulBERTa_mlp_085,2025-11-23T15:25:46.989877,VulBERTa,mlp,False,True,87.679762840271,0,Training completed successfully,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5910.81,418.81,6329.62,179.19630952380953,186.86,177.17,15052.490000000002,69.0,69.0,100.0,100.0,mutation_2x_safe,1.0,epochs,,,,,,,,,mutation_2x_safe__VulBERTa_mlp_085|2025-11-23T15:25:46.989877
